"StatRec","Survey","F_CODE","Quarter","Year","Lusitanian","Boreal","ratio","Lat","Lon","WKT"
"38G0","BITS","27.3.b, c",1,2000,3,8,0.375,10.5,54.75,"POLYGON ((9.99999999990013 54.5000000000001,9.99999999990013 54.9999999999001,10.9999999997003 54.9999999999001,10.9999999997003 54.5000000000001,9.99999999990013 54.5000000000001))"
"38G1","BITS","27.3.b, c",1,2000,3,5,0.6,11.5,54.75,"POLYGON ((10.9999999997003 54.5000000000001,10.9999999997003 54.9999999999001,12.0000000003997 54.9999999999001,12.0000000003997 54.5000000000001,10.9999999997003 54.5000000000001))"
"38G3","BITS","27.3.d",1,2000,1,2,0.5,13.5,54.75,"POLYGON ((13.0000000001999 54.5000000000001,13.0000000001999 54.9999999999001,14.0000000000001 54.9999999999001,14.0000000000001 54.5000000000001,13.0000000001999 54.5000000000001))"
"38G4","BITS","27.3.d",1,2000,1,1,1,14.5,54.75,"POLYGON ((14.0000000000001 54.5000000000001,14.0000000000001 54.9999999999001,14.9999999998002 54.9999999999001,14.9999999998002 54.5000000000001,14.0000000000001 54.5000000000001))"
"39F9","BITS","27.3.b, c",1,2000,3,5,0.6,9.5,55.25,"POLYGON ((9.00000000009999 54.9999999999001,9.00000000009999 55.4999999998002,9.99999999990013 55.4999999998002,9.99999999990013 54.9999999999001,9.00000000009999 54.9999999999001))"
"39G0","BITS","27.3.b, c",1,2000,6,9,0.666666666666667,10.5,55.25,"POLYGON ((9.99999999990013 54.9999999999001,9.99999999990013 55.4999999998002,10.9999999997003 55.4999999998002,10.9999999997003 54.9999999999001,9.99999999990013 54.9999999999001))"
"39G3","BITS","27.3.d",1,2000,1,1,1,13.5,55.25,"POLYGON ((13.0000000001999 54.9999999999001,13.0000000001999 55.4999999998002,14.0000000000001 55.4999999998002,14.0000000000001 54.9999999999001,13.0000000001999 54.9999999999001))"
"39G4","BITS","27.3.d",1,2000,1,1,1,14.5,55.25,"POLYGON ((14.0000000000001 54.9999999999001,14.0000000000001 55.4999999998002,14.9999999998002 55.4999999998002,14.9999999998002 54.9999999999001,14.0000000000001 54.9999999999001))"
"40G0","BITS","27.3.b, c",1,2000,5,14,0.357142857142857,10.5,55.75,"POLYGON ((9.99999999990013 55.4999999998002,9.99999999990013 55.9999999997003,10.9999999997003 55.9999999997003,10.9999999997003 55.4999999998002,9.99999999990013 55.4999999998002))"
"40G1","BITS","27.3.b, c",1,2000,3,7,0.428571428571429,11.5,55.75,"POLYGON ((10.9999999997003 55.4999999998002,10.9999999997003 55.9999999997003,12.0000000003997 55.9999999997003,12.0000000003997 55.4999999998002,10.9999999997003 55.4999999998002))"
"40G2","BITS","27.3.b, c",1,2000,3,4,0.75,12.5,55.75,"POLYGON ((12.0000000003997 55.4999999998002,12.0000000003997 55.9999999997003,13.0000000001999 55.9999999997003,13.0000000001999 55.4999999998002,12.0000000003997 55.4999999998002))"
"40G6","BITS","27.3.d",1,2000,1,1,1,16.5,55.75,"POLYGON ((15.9999999996003 55.4999999998002,15.9999999996003 55.9999999997003,17.0000000002998 55.9999999997003,17.0000000002998 55.4999999998002,15.9999999996003 55.4999999998002))"
"41G0","BITS","27.3.b, c",1,2000,3,10,0.3,10.5,56.25,"POLYGON ((9.99999999990013 55.9999999997003,9.99999999990013 56.4999999996003,10.9999999997003 56.4999999996003,10.9999999997003 55.9999999997003,9.99999999990013 55.9999999997003))"
"42H0","BITS","27.3.d",1,2000,1,1,1,20.5,56.75,"POLYGON ((19.9999999997003 56.4999999996003,19.9999999997003 57.0000000003998,21.0000000003997 57.0000000003998,21.0000000003997 56.4999999996003,19.9999999997003 56.4999999996003))"
"43H1","BITS","27.3.d",1,2000,1,1,1,21.5,57.25,"POLYGON ((21.0000000003997 57.0000000003998,21.0000000003997 57.5000000002998,22.0000000001999 57.5000000002998,22.0000000001999 57.0000000003998,21.0000000003997 57.0000000003998))"
"37G0","BITS","27.3.b, c",1,2001,3,3,1,10.5,54.25,"POLYGON ((9.99999999990013 54.0000000001,9.99999999990013 54.5000000000001,10.9999999997003 54.5000000000001,10.9999999997003 54.0000000001,9.99999999990013 54.0000000001))"
"37G1","BITS","27.3.b, c",1,2001,3,4,0.75,11.5,54.25,"POLYGON ((10.9999999997003 54.0000000001,10.9999999997003 54.5000000000001,12.0000000003997 54.5000000000001,12.0000000003997 54.0000000001,10.9999999997003 54.0000000001))"
"37G2","BITS","27.3.d",1,2001,3,5,0.6,12.5,54.25,"POLYGON ((12.0000000003997 54.0000000001,12.0000000003997 54.5000000000001,13.0000000001999 54.5000000000001,13.0000000001999 54.0000000001,12.0000000003997 54.0000000001))"
"37G4","BITS","27.3.d",1,2001,1,5,0.2,14.5,54.25,"POLYGON ((14.0000000000001 54.0000000001,14.0000000000001 54.5000000000001,14.9999999998002 54.5000000000001,14.9999999998002 54.0000000001,14.0000000000001 54.0000000001))"
"37G5","BITS","27.3.d",1,2001,1,2,0.5,15.5,54.25,"POLYGON ((14.9999999998002 54.0000000001,14.9999999998002 54.5000000000001,15.9999999996003 54.5000000000001,15.9999999996003 54.0000000001,14.9999999998002 54.0000000001))"
"38G0","BITS","27.3.b, c",1,2001,3,6,0.5,10.5,54.75,"POLYGON ((9.99999999990013 54.5000000000001,9.99999999990013 54.9999999999001,10.9999999997003 54.9999999999001,10.9999999997003 54.5000000000001,9.99999999990013 54.5000000000001))"
"38G1","BITS","27.3.b, c",1,2001,6,5,1.2,11.5,54.75,"POLYGON ((10.9999999997003 54.5000000000001,10.9999999997003 54.9999999999001,12.0000000003997 54.9999999999001,12.0000000003997 54.5000000000001,10.9999999997003 54.5000000000001))"
"38G2","BITS","27.3.d",1,2001,3,6,0.5,12.5,54.75,"POLYGON ((12.0000000003997 54.5000000000001,12.0000000003997 54.9999999999001,13.0000000001999 54.9999999999001,13.0000000001999 54.5000000000001,12.0000000003997 54.5000000000001))"
"38G3","BITS","27.3.d",1,2001,3,10,0.3,13.5,54.75,"POLYGON ((13.0000000001999 54.5000000000001,13.0000000001999 54.9999999999001,14.0000000000001 54.9999999999001,14.0000000000001 54.5000000000001,13.0000000001999 54.5000000000001))"
"38G4","BITS","27.3.d",1,2001,3,4,0.75,14.5,54.75,"POLYGON ((14.0000000000001 54.5000000000001,14.0000000000001 54.9999999999001,14.9999999998002 54.9999999999001,14.9999999998002 54.5000000000001,14.0000000000001 54.5000000000001))"
"39F9","BITS","27.3.b, c",1,2001,5,10,0.5,9.5,55.25,"POLYGON ((9.00000000009999 54.9999999999001,9.00000000009999 55.4999999998002,9.99999999990013 55.4999999998002,9.99999999990013 54.9999999999001,9.00000000009999 54.9999999999001))"
"39G0","BITS","27.3.b, c",1,2001,8,10,0.8,10.5,55.25,"POLYGON ((9.99999999990013 54.9999999999001,9.99999999990013 55.4999999998002,10.9999999997003 55.4999999998002,10.9999999997003 54.9999999999001,9.99999999990013 54.9999999999001))"
"39G1","BITS","27.3.b, c",1,2001,5,6,0.833333333333333,11.5,55.25,"POLYGON ((10.9999999997003 54.9999999999001,10.9999999997003 55.4999999998002,12.0000000003997 55.4999999998002,12.0000000003997 54.9999999999001,10.9999999997003 54.9999999999001))"
"39G2","BITS","27.3.d",1,2001,3,5,0.6,12.5,55.25,"POLYGON ((12.0000000003997 54.9999999999001,12.0000000003997 55.4999999998002,13.0000000001999 55.4999999998002,13.0000000001999 54.9999999999001,12.0000000003997 54.9999999999001))"
"39G3","BITS","27.3.d",1,2001,3,7,0.428571428571429,13.5,55.25,"POLYGON ((13.0000000001999 54.9999999999001,13.0000000001999 55.4999999998002,14.0000000000001 55.4999999998002,14.0000000000001 54.9999999999001,13.0000000001999 54.9999999999001))"
"39G4","BITS","27.3.d",1,2001,4,6,0.666666666666667,14.5,55.25,"POLYGON ((14.0000000000001 54.9999999999001,14.0000000000001 55.4999999998002,14.9999999998002 55.4999999998002,14.9999999998002 54.9999999999001,14.0000000000001 54.9999999999001))"
"40G0","BITS","27.3.b, c",1,2001,8,14,0.571428571428571,10.5,55.75,"POLYGON ((9.99999999990013 55.4999999998002,9.99999999990013 55.9999999997003,10.9999999997003 55.9999999997003,10.9999999997003 55.4999999998002,9.99999999990013 55.4999999998002))"
"40G1","BITS","27.3.b, c",1,2001,2,7,0.285714285714286,11.5,55.75,"POLYGON ((10.9999999997003 55.4999999998002,10.9999999997003 55.9999999997003,12.0000000003997 55.9999999997003,12.0000000003997 55.4999999998002,10.9999999997003 55.4999999998002))"
"40G2","BITS","27.3.b, c",1,2001,4,5,0.8,12.5,55.75,"POLYGON ((12.0000000003997 55.4999999998002,12.0000000003997 55.9999999997003,13.0000000001999 55.9999999997003,13.0000000001999 55.4999999998002,12.0000000003997 55.4999999998002))"
"41G0","BITS","27.3.b, c",1,2001,8,11,0.727272727272727,10.5,56.25,"POLYGON ((9.99999999990013 55.9999999997003,9.99999999990013 56.4999999996003,10.9999999997003 56.4999999996003,10.9999999997003 55.9999999997003,9.99999999990013 55.9999999997003))"
"42H0","BITS","27.3.d",1,2001,1,1,1,20.5,56.75,"POLYGON ((19.9999999997003 56.4999999996003,19.9999999997003 57.0000000003998,21.0000000003997 57.0000000003998,21.0000000003997 56.4999999996003,19.9999999997003 56.4999999996003))"
"43H0","BITS","27.3.d",1,2001,1,1,1,20.5,57.25,"POLYGON ((19.9999999997003 57.0000000003998,19.9999999997003 57.5000000002998,21.0000000003997 57.5000000002998,21.0000000003997 57.0000000003998,19.9999999997003 57.0000000003998))"
"43H1","BITS","27.3.d",1,2001,1,1,1,21.5,57.25,"POLYGON ((21.0000000003997 57.0000000003998,21.0000000003997 57.5000000002998,22.0000000001999 57.5000000002998,22.0000000001999 57.0000000003998,21.0000000003997 57.0000000003998))"
"44H1","BITS","27.3.d",1,2001,1,1,1,21.5,57.75,"POLYGON ((21.0000000003997 57.5000000002998,21.0000000003997 58.0000000001999,22.0000000001999 58.0000000001999,22.0000000001999 57.5000000002998,21.0000000003997 57.5000000002998))"
"37G0","BITS","27.3.b, c",1,2002,3,4,0.75,10.5,54.25,"POLYGON ((9.99999999990013 54.0000000001,9.99999999990013 54.5000000000001,10.9999999997003 54.5000000000001,10.9999999997003 54.0000000001,9.99999999990013 54.0000000001))"
"37G1","BITS","27.3.b, c",1,2002,4,8,0.5,11.5,54.25,"POLYGON ((10.9999999997003 54.0000000001,10.9999999997003 54.5000000000001,12.0000000003997 54.5000000000001,12.0000000003997 54.0000000001,10.9999999997003 54.0000000001))"
"37G4","BITS","27.3.d",1,2002,2,7,0.285714285714286,14.5,54.25,"POLYGON ((14.0000000000001 54.0000000001,14.0000000000001 54.5000000000001,14.9999999998002 54.5000000000001,14.9999999998002 54.0000000001,14.0000000000001 54.0000000001))"
"38G0","BITS","27.3.b, c",1,2002,6,9,0.666666666666667,10.5,54.75,"POLYGON ((9.99999999990013 54.5000000000001,9.99999999990013 54.9999999999001,10.9999999997003 54.9999999999001,10.9999999997003 54.5000000000001,9.99999999990013 54.5000000000001))"
"38G1","BITS","27.3.b, c",1,2002,3,5,0.6,11.5,54.75,"POLYGON ((10.9999999997003 54.5000000000001,10.9999999997003 54.9999999999001,12.0000000003997 54.9999999999001,12.0000000003997 54.5000000000001,10.9999999997003 54.5000000000001))"
"38G2","BITS","27.3.d",1,2002,3,5,0.6,12.5,54.75,"POLYGON ((12.0000000003997 54.5000000000001,12.0000000003997 54.9999999999001,13.0000000001999 54.9999999999001,13.0000000001999 54.5000000000001,12.0000000003997 54.5000000000001))"
"38G3","BITS","27.3.d",1,2002,3,8,0.375,13.5,54.75,"POLYGON ((13.0000000001999 54.5000000000001,13.0000000001999 54.9999999999001,14.0000000000001 54.9999999999001,14.0000000000001 54.5000000000001,13.0000000001999 54.5000000000001))"
"38G4","BITS","27.3.d",1,2002,4,7,0.571428571428571,14.5,54.75,"POLYGON ((14.0000000000001 54.5000000000001,14.0000000000001 54.9999999999001,14.9999999998002 54.9999999999001,14.9999999998002 54.5000000000001,14.0000000000001 54.5000000000001))"
"38G5","BITS","27.3.d",1,2002,4,5,0.8,15.5,54.75,"POLYGON ((14.9999999998002 54.5000000000001,14.9999999998002 54.9999999999001,15.9999999996003 54.9999999999001,15.9999999996003 54.5000000000001,14.9999999998002 54.5000000000001))"
"39F9","BITS","27.3.b, c",1,2002,3,11,0.272727272727273,9.5,55.25,"POLYGON ((9.00000000009999 54.9999999999001,9.00000000009999 55.4999999998002,9.99999999990013 55.4999999998002,9.99999999990013 54.9999999999001,9.00000000009999 54.9999999999001))"
"39G0","BITS","27.3.b, c",1,2002,4,5,0.8,10.5,55.25,"POLYGON ((9.99999999990013 54.9999999999001,9.99999999990013 55.4999999998002,10.9999999997003 55.4999999998002,10.9999999997003 54.9999999999001,9.99999999990013 54.9999999999001))"
"39G1","BITS","27.3.b, c",1,2002,6,11,0.545454545454545,11.5,55.25,"POLYGON ((10.9999999997003 54.9999999999001,10.9999999997003 55.4999999998002,12.0000000003997 55.4999999998002,12.0000000003997 54.9999999999001,10.9999999997003 54.9999999999001))"
"39G3","BITS","27.3.d",1,2002,3,7,0.428571428571429,13.5,55.25,"POLYGON ((13.0000000001999 54.9999999999001,13.0000000001999 55.4999999998002,14.0000000000001 55.4999999998002,14.0000000000001 54.9999999999001,13.0000000001999 54.9999999999001))"
"39G4","BITS","27.3.d",1,2002,3,6,0.5,14.5,55.25,"POLYGON ((14.0000000000001 54.9999999999001,14.0000000000001 55.4999999998002,14.9999999998002 55.4999999998002,14.9999999998002 54.9999999999001,14.0000000000001 54.9999999999001))"
"40G0","BITS","27.3.b, c",1,2002,7,13,0.538461538461538,10.5,55.75,"POLYGON ((9.99999999990013 55.4999999998002,9.99999999990013 55.9999999997003,10.9999999997003 55.9999999997003,10.9999999997003 55.4999999998002,9.99999999990013 55.4999999998002))"
"40G2","BITS","27.3.b, c",1,2002,5,5,1,12.5,55.75,"POLYGON ((12.0000000003997 55.4999999998002,12.0000000003997 55.9999999997003,13.0000000001999 55.9999999997003,13.0000000001999 55.4999999998002,12.0000000003997 55.4999999998002))"
"41G0","BITS","27.3.b, c",1,2002,5,8,0.625,10.5,56.25,"POLYGON ((9.99999999990013 55.9999999997003,9.99999999990013 56.4999999996003,10.9999999997003 56.4999999996003,10.9999999997003 55.9999999997003,9.99999999990013 55.9999999997003))"
"42H0","BITS","27.3.d",1,2002,1,1,1,20.5,56.75,"POLYGON ((19.9999999997003 56.4999999996003,19.9999999997003 57.0000000003998,21.0000000003997 57.0000000003998,21.0000000003997 56.4999999996003,19.9999999997003 56.4999999996003))"
"43H0","BITS","27.3.d",1,2002,1,1,1,20.5,57.25,"POLYGON ((19.9999999997003 57.0000000003998,19.9999999997003 57.5000000002998,21.0000000003997 57.5000000002998,21.0000000003997 57.0000000003998,19.9999999997003 57.0000000003998))"
"43H1","BITS","27.3.d",1,2002,1,1,1,21.5,57.25,"POLYGON ((21.0000000003997 57.0000000003998,21.0000000003997 57.5000000002998,22.0000000001999 57.5000000002998,22.0000000001999 57.0000000003998,21.0000000003997 57.0000000003998))"
"37G0","BITS","27.3.b, c",1,2003,3,4,0.75,10.5,54.25,"POLYGON ((9.99999999990013 54.0000000001,9.99999999990013 54.5000000000001,10.9999999997003 54.5000000000001,10.9999999997003 54.0000000001,9.99999999990013 54.0000000001))"
"37G1","BITS","27.3.b, c",1,2003,5,7,0.714285714285714,11.5,54.25,"POLYGON ((10.9999999997003 54.0000000001,10.9999999997003 54.5000000000001,12.0000000003997 54.5000000000001,12.0000000003997 54.0000000001,10.9999999997003 54.0000000001))"
"37G2","BITS","27.3.d",1,2003,1,3,0.333333333333333,12.5,54.25,"POLYGON ((12.0000000003997 54.0000000001,12.0000000003997 54.5000000000001,13.0000000001999 54.5000000000001,13.0000000001999 54.0000000001,12.0000000003997 54.0000000001))"
"37G3","BITS","27.3.d",1,2003,1,4,0.25,13.5,54.25,"POLYGON ((13.0000000001999 54.0000000001,13.0000000001999 54.5000000000001,14.0000000000001 54.5000000000001,14.0000000000001 54.0000000001,13.0000000001999 54.0000000001))"
"37G4","BITS","27.3.d",1,2003,1,3,0.333333333333333,14.5,54.25,"POLYGON ((14.0000000000001 54.0000000001,14.0000000000001 54.5000000000001,14.9999999998002 54.5000000000001,14.9999999998002 54.0000000001,14.0000000000001 54.0000000001))"
"38G0","BITS","27.3.b, c",1,2003,4,5,0.8,10.5,54.75,"POLYGON ((9.99999999990013 54.5000000000001,9.99999999990013 54.9999999999001,10.9999999997003 54.9999999999001,10.9999999997003 54.5000000000001,9.99999999990013 54.5000000000001))"
"38G2","BITS","27.3.d",1,2003,5,6,0.833333333333333,12.5,54.75,"POLYGON ((12.0000000003997 54.5000000000001,12.0000000003997 54.9999999999001,13.0000000001999 54.9999999999001,13.0000000001999 54.5000000000001,12.0000000003997 54.5000000000001))"
"38G3","BITS","27.3.d",1,2003,3,11,0.272727272727273,13.5,54.75,"POLYGON ((13.0000000001999 54.5000000000001,13.0000000001999 54.9999999999001,14.0000000000001 54.9999999999001,14.0000000000001 54.5000000000001,13.0000000001999 54.5000000000001))"
"38G4","BITS","27.3.d",1,2003,3,7,0.428571428571429,14.5,54.75,"POLYGON ((14.0000000000001 54.5000000000001,14.0000000000001 54.9999999999001,14.9999999998002 54.9999999999001,14.9999999998002 54.5000000000001,14.0000000000001 54.5000000000001))"
"38G5","BITS","27.3.d",1,2003,3,4,0.75,15.5,54.75,"POLYGON ((14.9999999998002 54.5000000000001,14.9999999998002 54.9999999999001,15.9999999996003 54.9999999999001,15.9999999996003 54.5000000000001,14.9999999998002 54.5000000000001))"
"39G0","BITS","27.3.b, c",1,2003,2,9,0.222222222222222,10.5,55.25,"POLYGON ((9.99999999990013 54.9999999999001,9.99999999990013 55.4999999998002,10.9999999997003 55.4999999998002,10.9999999997003 54.9999999999001,9.99999999990013 54.9999999999001))"
"39G1","BITS","27.3.b, c",1,2003,4,10,0.4,11.5,55.25,"POLYGON ((10.9999999997003 54.9999999999001,10.9999999997003 55.4999999998002,12.0000000003997 55.4999999998002,12.0000000003997 54.9999999999001,10.9999999997003 54.9999999999001))"
"39G2","BITS","27.3.d",1,2003,1,4,0.25,12.5,55.25,"POLYGON ((12.0000000003997 54.9999999999001,12.0000000003997 55.4999999998002,13.0000000001999 55.4999999998002,13.0000000001999 54.9999999999001,12.0000000003997 54.9999999999001))"
"39G3","BITS","27.3.d",1,2003,3,6,0.5,13.5,55.25,"POLYGON ((13.0000000001999 54.9999999999001,13.0000000001999 55.4999999998002,14.0000000000001 55.4999999998002,14.0000000000001 54.9999999999001,13.0000000001999 54.9999999999001))"
"39G4","BITS","27.3.d",1,2003,3,5,0.6,14.5,55.25,"POLYGON ((14.0000000000001 54.9999999999001,14.0000000000001 55.4999999998002,14.9999999998002 55.4999999998002,14.9999999998002 54.9999999999001,14.0000000000001 54.9999999999001))"
"40G0","BITS","27.3.b, c",1,2003,8,11,0.727272727272727,10.5,55.75,"POLYGON ((9.99999999990013 55.4999999998002,9.99999999990013 55.9999999997003,10.9999999997003 55.9999999997003,10.9999999997003 55.4999999998002,9.99999999990013 55.4999999998002))"
"40G2","BITS","27.3.b, c",1,2003,5,6,0.833333333333333,12.5,55.75,"POLYGON ((12.0000000003997 55.4999999998002,12.0000000003997 55.9999999997003,13.0000000001999 55.9999999997003,13.0000000001999 55.4999999998002,12.0000000003997 55.4999999998002))"
"41G0","BITS","27.3.b, c",1,2003,5,12,0.416666666666667,10.5,56.25,"POLYGON ((9.99999999990013 55.9999999997003,9.99999999990013 56.4999999996003,10.9999999997003 56.4999999996003,10.9999999997003 55.9999999997003,9.99999999990013 55.9999999997003))"
"42H0","BITS","27.3.d",1,2003,1,1,1,20.5,56.75,"POLYGON ((19.9999999997003 56.4999999996003,19.9999999997003 57.0000000003998,21.0000000003997 57.0000000003998,21.0000000003997 56.4999999996003,19.9999999997003 56.4999999996003))"
"43H0","BITS","27.3.d",1,2003,1,1,1,20.5,57.25,"POLYGON ((19.9999999997003 57.0000000003998,19.9999999997003 57.5000000002998,21.0000000003997 57.5000000002998,21.0000000003997 57.0000000003998,19.9999999997003 57.0000000003998))"
"43H1","BITS","27.3.d",1,2003,1,1,1,21.5,57.25,"POLYGON ((21.0000000003997 57.0000000003998,21.0000000003997 57.5000000002998,22.0000000001999 57.5000000002998,22.0000000001999 57.0000000003998,21.0000000003997 57.0000000003998))"
"37G0","BITS","27.3.b, c",1,2004,4,4,1,10.5,54.25,"POLYGON ((9.99999999990013 54.0000000001,9.99999999990013 54.5000000000001,10.9999999997003 54.5000000000001,10.9999999997003 54.0000000001,9.99999999990013 54.0000000001))"
"37G1","BITS","27.3.b, c",1,2004,3,7,0.428571428571429,11.5,54.25,"POLYGON ((10.9999999997003 54.0000000001,10.9999999997003 54.5000000000001,12.0000000003997 54.5000000000001,12.0000000003997 54.0000000001,10.9999999997003 54.0000000001))"
"37G2","BITS","27.3.d",1,2004,2,4,0.5,12.5,54.25,"POLYGON ((12.0000000003997 54.0000000001,12.0000000003997 54.5000000000001,13.0000000001999 54.5000000000001,13.0000000001999 54.0000000001,12.0000000003997 54.0000000001))"
"38G0","BITS","27.3.b, c",1,2004,5,7,0.714285714285714,10.5,54.75,"POLYGON ((9.99999999990013 54.5000000000001,9.99999999990013 54.9999999999001,10.9999999997003 54.9999999999001,10.9999999997003 54.5000000000001,9.99999999990013 54.5000000000001))"
"38G1","BITS","27.3.b, c",1,2004,6,6,1,11.5,54.75,"POLYGON ((10.9999999997003 54.5000000000001,10.9999999997003 54.9999999999001,12.0000000003997 54.9999999999001,12.0000000003997 54.5000000000001,10.9999999997003 54.5000000000001))"
"38G2","BITS","27.3.d",1,2004,5,7,0.714285714285714,12.5,54.75,"POLYGON ((12.0000000003997 54.5000000000001,12.0000000003997 54.9999999999001,13.0000000001999 54.9999999999001,13.0000000001999 54.5000000000001,12.0000000003997 54.5000000000001))"
"38G3","BITS","27.3.d",1,2004,3,7,0.428571428571429,13.5,54.75,"POLYGON ((13.0000000001999 54.5000000000001,13.0000000001999 54.9999999999001,14.0000000000001 54.9999999999001,14.0000000000001 54.5000000000001,13.0000000001999 54.5000000000001))"
"38G4","BITS","27.3.d",1,2004,4,6,0.666666666666667,14.5,54.75,"POLYGON ((14.0000000000001 54.5000000000001,14.0000000000001 54.9999999999001,14.9999999998002 54.9999999999001,14.9999999998002 54.5000000000001,14.0000000000001 54.5000000000001))"
"38G5","BITS","27.3.d",1,2004,4,4,1,15.5,54.75,"POLYGON ((14.9999999998002 54.5000000000001,14.9999999998002 54.9999999999001,15.9999999996003 54.9999999999001,15.9999999996003 54.5000000000001,14.9999999998002 54.5000000000001))"
"39F9","BITS","27.3.b, c",1,2004,2,7,0.285714285714286,9.5,55.25,"POLYGON ((9.00000000009999 54.9999999999001,9.00000000009999 55.4999999998002,9.99999999990013 55.4999999998002,9.99999999990013 54.9999999999001,9.00000000009999 54.9999999999001))"
"39G0","BITS","27.3.b, c",1,2004,4,8,0.5,10.5,55.25,"POLYGON ((9.99999999990013 54.9999999999001,9.99999999990013 55.4999999998002,10.9999999997003 55.4999999998002,10.9999999997003 54.9999999999001,9.99999999990013 54.9999999999001))"
"39G1","BITS","27.3.b, c",1,2004,7,13,0.538461538461538,11.5,55.25,"POLYGON ((10.9999999997003 54.9999999999001,10.9999999997003 55.4999999998002,12.0000000003997 55.4999999998002,12.0000000003997 54.9999999999001,10.9999999997003 54.9999999999001))"
"39G3","BITS","27.3.d",1,2004,3,4,0.75,13.5,55.25,"POLYGON ((13.0000000001999 54.9999999999001,13.0000000001999 55.4999999998002,14.0000000000001 55.4999999998002,14.0000000000001 54.9999999999001,13.0000000001999 54.9999999999001))"
"39G4","BITS","27.3.d",1,2004,3,4,0.75,14.5,55.25,"POLYGON ((14.0000000000001 54.9999999999001,14.0000000000001 55.4999999998002,14.9999999998002 55.4999999998002,14.9999999998002 54.9999999999001,14.0000000000001 54.9999999999001))"
"40G0","BITS","27.3.b, c",1,2004,7,13,0.538461538461538,10.5,55.75,"POLYGON ((9.99999999990013 55.4999999998002,9.99999999990013 55.9999999997003,10.9999999997003 55.9999999997003,10.9999999997003 55.4999999998002,9.99999999990013 55.4999999998002))"
"40G1","BITS","27.3.b, c",1,2004,2,6,0.333333333333333,11.5,55.75,"POLYGON ((10.9999999997003 55.4999999998002,10.9999999997003 55.9999999997003,12.0000000003997 55.9999999997003,12.0000000003997 55.4999999998002,10.9999999997003 55.4999999998002))"
"40G2","BITS","27.3.b, c",1,2004,4,7,0.571428571428571,12.5,55.75,"POLYGON ((12.0000000003997 55.4999999998002,12.0000000003997 55.9999999997003,13.0000000001999 55.9999999997003,13.0000000001999 55.4999999998002,12.0000000003997 55.4999999998002))"
"40H0","BITS","27.3.d",1,2004,1,1,1,20.5,55.75,"POLYGON ((19.9999999997003 55.4999999998002,19.9999999997003 55.9999999997003,21.0000000003997 55.9999999997003,21.0000000003997 55.4999999998002,19.9999999997003 55.4999999998002))"
"41G0","BITS","27.3.b, c",1,2004,9,9,1,10.5,56.25,"POLYGON ((9.99999999990013 55.9999999997003,9.99999999990013 56.4999999996003,10.9999999997003 56.4999999996003,10.9999999997003 55.9999999997003,9.99999999990013 55.9999999997003))"
"42H0","BITS","27.3.d",1,2004,1,1,1,20.5,56.75,"POLYGON ((19.9999999997003 56.4999999996003,19.9999999997003 57.0000000003998,21.0000000003997 57.0000000003998,21.0000000003997 56.4999999996003,19.9999999997003 56.4999999996003))"
"43H0","BITS","27.3.d",1,2004,1,1,1,20.5,57.25,"POLYGON ((19.9999999997003 57.0000000003998,19.9999999997003 57.5000000002998,21.0000000003997 57.5000000002998,21.0000000003997 57.0000000003998,19.9999999997003 57.0000000003998))"
"43H1","BITS","27.3.d",1,2004,1,1,1,21.5,57.25,"POLYGON ((21.0000000003997 57.0000000003998,21.0000000003997 57.5000000002998,22.0000000001999 57.5000000002998,22.0000000001999 57.0000000003998,21.0000000003997 57.0000000003998))"
"44H0","BITS","27.3.d",1,2004,1,1,1,20.5,57.75,"POLYGON ((19.9999999997003 57.5000000002998,19.9999999997003 58.0000000001999,21.0000000003997 58.0000000001999,21.0000000003997 57.5000000002998,19.9999999997003 57.5000000002998))"
"37G0","BITS","27.3.b, c",1,2005,3,4,0.75,10.5,54.25,"POLYGON ((9.99999999990013 54.0000000001,9.99999999990013 54.5000000000001,10.9999999997003 54.5000000000001,10.9999999997003 54.0000000001,9.99999999990013 54.0000000001))"
"37G1","BITS","27.3.b, c",1,2005,3,9,0.333333333333333,11.5,54.25,"POLYGON ((10.9999999997003 54.0000000001,10.9999999997003 54.5000000000001,12.0000000003997 54.5000000000001,12.0000000003997 54.0000000001,10.9999999997003 54.0000000001))"
"37G2","BITS","27.3.d",1,2005,4,5,0.8,12.5,54.25,"POLYGON ((12.0000000003997 54.0000000001,12.0000000003997 54.5000000000001,13.0000000001999 54.5000000000001,13.0000000001999 54.0000000001,12.0000000003997 54.0000000001))"
"37G4","BITS","27.3.d",1,2005,1,2,0.5,14.5,54.25,"POLYGON ((14.0000000000001 54.0000000001,14.0000000000001 54.5000000000001,14.9999999998002 54.5000000000001,14.9999999998002 54.0000000001,14.0000000000001 54.0000000001))"
"38G0","BITS","27.3.b, c",1,2005,9,8,1.125,10.5,54.75,"POLYGON ((9.99999999990013 54.5000000000001,9.99999999990013 54.9999999999001,10.9999999997003 54.9999999999001,10.9999999997003 54.5000000000001,9.99999999990013 54.5000000000001))"
"38G1","BITS","27.3.b, c",1,2005,6,6,1,11.5,54.75,"POLYGON ((10.9999999997003 54.5000000000001,10.9999999997003 54.9999999999001,12.0000000003997 54.9999999999001,12.0000000003997 54.5000000000001,10.9999999997003 54.5000000000001))"
